model_id,downloads,tasks,parameters,tags,created_at,license,datasets,model_name,metrics,base_model,languages
MoritzLaurer/deberta-v3-base-zeroshot-v1.1-all-33,13997,zero-shot-classification,184423682.0,"['transformers', 'pytorch', 'onnx', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'en', 'arxiv:2312.17543', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2023-11-23 22:22:02+00:00,mit,,,,,['en']
tasksource/deberta-base-long-nli,7123,zero-shot-classification,184424451.0,"['transformers', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'dataset:nyu-mll/glue', 'dataset:aps/super_glue', 'dataset:facebook/anli', 'dataset:tasksource/babi_nli', 'dataset:sick', 'dataset:snli', 'dataset:scitail', 'dataset:hans', 'dataset:alisawuffles/WANLI', 'dataset:tasksource/recast', 'dataset:sileod/probability_words_nli', 'dataset:joey234/nan-nli', 'dataset:pietrolesci/nli_fever', 'dataset:pietrolesci/breaking_nli', 'dataset:pietrolesci/conj_nli', 'dataset:pietrolesci/fracas', 'dataset:pietrolesci/dialogue_nli', 'dataset:pietrolesci/mpe', 'dataset:pietrolesci/dnc', 'dataset:pietrolesci/recast_white', 'dataset:pietrolesci/joci', 'dataset:pietrolesci/robust_nli', 'dataset:pietrolesci/robust_nli_is_sd', 'dataset:pietrolesci/robust_nli_li_ts', 'dataset:pietrolesci/gen_debiased_nli', 'dataset:pietrolesci/add_one_rte', 'dataset:tasksource/imppres', 'dataset:hlgd', 'dataset:paws', 'dataset:medical_questions_pairs', 'dataset:Anthropic/model-written-evals', 'dataset:truthful_qa', 'dataset:nightingal3/fig-qa', 'dataset:tasksource/bigbench', 'dataset:blimp', 'dataset:cos_e', 'dataset:cosmos_qa', 'dataset:dream', 'dataset:openbookqa', 'dataset:qasc', 'dataset:quartz', 'dataset:quail', 'dataset:head_qa', 'dataset:sciq', 'dataset:social_i_qa', 'dataset:wiki_hop', 'dataset:wiqa', 'dataset:piqa', 'dataset:hellaswag', 'dataset:pkavumba/balanced-copa', 'dataset:12ml/e-CARE', 'dataset:art', 'dataset:winogrande', 'dataset:codah', 'dataset:ai2_arc', 'dataset:definite_pronoun_resolution', 'dataset:swag', 'dataset:math_qa', 'dataset:metaeval/utilitarianism', 'dataset:mteb/amazon_counterfactual', 'dataset:SetFit/insincere-questions', 'dataset:SetFit/toxic_conversations', 'dataset:turingbench/TuringBench', 'dataset:trec', 'dataset:tals/vitaminc', 'dataset:hope_edi', 'dataset:strombergnlp/rumoureval_2019', 'dataset:ethos', 'dataset:tweet_eval', 'dataset:discovery', 'dataset:pragmeval', 'dataset:silicone', 'dataset:lex_glue', 'dataset:papluca/language-identification', 'dataset:imdb', 'dataset:rotten_tomatoes', 'dataset:ag_news', 'dataset:yelp_review_full', 'dataset:financial_phrasebank', 'dataset:poem_sentiment', 'dataset:dbpedia_14', 'dataset:amazon_polarity', 'dataset:app_reviews', 'dataset:hate_speech18', 'dataset:sms_spam', 'dataset:humicroedit', 'dataset:snips_built_in_intents', 'dataset:hate_speech_offensive', 'dataset:yahoo_answers_topics', 'dataset:pacovaldez/stackoverflow-questions', 'dataset:zapsdcn/hyperpartisan_news', 'dataset:zapsdcn/sciie', 'dataset:zapsdcn/citation_intent', 'dataset:go_emotions', 'dataset:allenai/scicite', 'dataset:liar', 'dataset:relbert/lexical_relation_classification', 'dataset:tasksource/linguisticprobing', 'dataset:tasksource/crowdflower', 'dataset:metaeval/ethics', 'dataset:emo', 'dataset:google_wellformed_query', 'dataset:tweets_hate_speech_detection', 'dataset:has_part', 'dataset:blog_authorship_corpus', 'dataset:launch/open_question_type', 'dataset:health_fact', 'dataset:commonsense_qa', 'dataset:mc_taco', 'dataset:ade_corpus_v2', 'dataset:prajjwal1/discosense', 'dataset:circa', 'dataset:PiC/phrase_similarity', 'dataset:copenlu/scientific-exaggeration-detection', 'dataset:quarel', 'dataset:mwong/fever-evidence-related', 'dataset:numer_sense', 'dataset:dynabench/dynasent', 'dataset:raquiba/Sarcasm_News_Headline', 'dataset:sem_eval_2010_task_8', 'dataset:demo-org/auditor_review', 'dataset:medmcqa', 'dataset:RuyuanWan/Dynasent_Disagreement', 'dataset:RuyuanWan/Politeness_Disagreement', 'dataset:RuyuanWan/SBIC_Disagreement', 'dataset:RuyuanWan/SChem_Disagreement', 'dataset:RuyuanWan/Dilemmas_Disagreement', 'dataset:lucasmccabe/logiqa', 'dataset:wiki_qa', 'dataset:tasksource/cycic_classification', 'dataset:tasksource/cycic_multiplechoice', 'dataset:tasksource/sts-companion', 'dataset:tasksource/commonsense_qa_2.0', 'dataset:tasksource/lingnli', 'dataset:tasksource/monotonicity-entailment', 'dataset:tasksource/arct', 'dataset:tasksource/scinli', 'dataset:tasksource/naturallogic', 'dataset:onestop_qa', 'dataset:demelin/moral_stories', 'dataset:corypaik/prost', 'dataset:aps/dynahate', 'dataset:metaeval/syntactic-augmentation-nli', 'dataset:tasksource/autotnli', 'dataset:lasha-nlp/CONDAQA', 'dataset:openai/webgpt_comparisons', 'dataset:Dahoas/synthetic-instruct-gptj-pairwise', 'dataset:metaeval/scruples', 'dataset:metaeval/wouldyourather', 'dataset:metaeval/defeasible-nli', 'dataset:tasksource/help-nli', 'dataset:metaeval/nli-veridicality-transitivity', 'dataset:tasksource/lonli', 'dataset:tasksource/dadc-limit-nli', 'dataset:ColumbiaNLP/FLUTE', 'dataset:tasksource/strategy-qa', 'dataset:openai/summarize_from_feedback', 'dataset:tasksource/folio', 'dataset:yale-nlp/FOLIO', 'dataset:tasksource/tomi-nli', 'dataset:tasksource/avicenna', 'dataset:stanfordnlp/SHP', 'dataset:GBaker/MedQA-USMLE-4-options-hf', 'dataset:sileod/wikimedqa', 'dataset:declare-lab/cicero', 'dataset:amydeng2000/CREAK', 'dataset:tasksource/mutual', 'dataset:inverse-scaling/NeQA', 'dataset:inverse-scaling/quote-repetition', 'dataset:inverse-scaling/redefine-math', 'dataset:tasksource/puzzte', 'dataset:tasksource/implicatures', 'dataset:race', 'dataset:tasksource/race-c', 'dataset:tasksource/spartqa-yn', 'dataset:tasksource/spartqa-mchoice', 'dataset:tasksource/temporal-nli', 'dataset:riddle_sense', 'dataset:tasksource/clcd-english', 'dataset:maximedb/twentyquestions', 'dataset:metaeval/reclor', 'dataset:tasksource/counterfactually-augmented-imdb', 'dataset:tasksource/counterfactually-augmented-snli', 'dataset:metaeval/cnli', 'dataset:tasksource/boolq-natural-perturbations', 'dataset:metaeval/acceptability-prediction', 'dataset:metaeval/equate', 'dataset:tasksource/ScienceQA_text_only', 'dataset:Jiangjie/ekar_english', 'dataset:tasksource/implicit-hate-stg1', 'dataset:metaeval/chaos-mnli-ambiguity', 'dataset:IlyaGusev/headline_cause', 'dataset:tasksource/logiqa-2.0-nli', 'dataset:tasksource/oasst2_dense_flat', 'dataset:sileod/mindgames', 'dataset:metaeval/ambient', 'dataset:metaeval/path-naturalness-prediction', 'dataset:civil_comments', 'dataset:AndyChiang/cloth', 'dataset:AndyChiang/dgen', 'dataset:tasksource/I2D2', 'dataset:webis/args_me', 'dataset:webis/Touche23-ValueEval', 'dataset:tasksource/starcon', 'dataset:PolyAI/banking77', 'dataset:tasksource/ConTRoL-nli', 'dataset:tasksource/tracie', 'dataset:tasksource/sherliic', 'dataset:tasksource/sen-making', 'dataset:tasksource/winowhy', 'dataset:tasksource/robustLR', 'dataset:CLUTRR/v1', 'dataset:tasksource/logical-fallacy', 'dataset:tasksource/parade', 'dataset:tasksource/cladder', 'dataset:tasksource/subjectivity', 'dataset:tasksource/MOH', 'dataset:tasksource/VUAC', 'dataset:tasksource/TroFi', 'dataset:sharc_modified', 'dataset:tasksource/conceptrules_v2', 'dataset:metaeval/disrpt', 'dataset:tasksource/zero-shot-label-nli', 'dataset:tasksource/com2sense', 'dataset:tasksource/scone', 'dataset:tasksource/winodict', 'dataset:tasksource/fool-me-twice', 'dataset:tasksource/monli', 'dataset:tasksource/corr2cause', 'dataset:lighteval/lsat_qa', 'dataset:tasksource/apt', 'dataset:zeroshot/twitter-financial-news-sentiment', 'dataset:tasksource/icl-symbol-tuning-instruct', 'dataset:tasksource/SpaceNLI', 'dataset:sihaochen/propsegment', 'dataset:HannahRoseKirk/HatemojiBuild', 'dataset:tasksource/regset', 'dataset:tasksource/esci', 'dataset:lmsys/chatbot_arena_conversations', 'dataset:neurae/dnd_style_intents', 'dataset:hitachi-nlp/FLD.v2', 'dataset:tasksource/SDOH-NLI', 'dataset:allenai/scifact_entailment', 'dataset:tasksource/feasibilityQA', 'dataset:tasksource/simple_pair', 'dataset:tasksource/AdjectiveScaleProbe-nli', 'dataset:tasksource/resnli', 'dataset:tasksource/SpaRTUN', 'dataset:tasksource/ReSQ', 'dataset:tasksource/semantic_fragments_nli', 'dataset:MoritzLaurer/dataset_train_nli', 'dataset:tasksource/stepgame', 'dataset:tasksource/nlgraph', 'dataset:tasksource/oasst2_pairwise_rlhf_reward', 'dataset:tasksource/hh-rlhf', 'dataset:tasksource/ruletaker', 'dataset:qbao775/PARARULE-Plus', 'dataset:tasksource/proofwriter', 'dataset:tasksource/logical-entailment', 'dataset:tasksource/nope', 'dataset:tasksource/LogicNLI', 'dataset:kiddothe2b/contract-nli', 'dataset:AshtonIsNotHere/nli4ct_semeval2024', 'dataset:tasksource/lsat-ar', 'dataset:tasksource/lsat-rc', 'dataset:AshtonIsNotHere/biosift-nli', 'dataset:tasksource/brainteasers', 'dataset:Anthropic/persuasion', 'dataset:erbacher/AmbigNQ-clarifying-question', 'dataset:tasksource/SIGA-nli', 'dataset:unigram/FOL-nli', 'dataset:tasksource/goal-step-wikihow', 'dataset:GGLab/PARADISE', 'dataset:tasksource/doc-nli', 'dataset:tasksource/mctest-nli', 'dataset:tasksource/patent-phrase-similarity', 'dataset:tasksource/natural-language-satisfiability', 'dataset:tasksource/idioms-nli', 'dataset:tasksource/lifecycle-entailment', 'dataset:nvidia/HelpSteer', 'dataset:nvidia/HelpSteer2', 'dataset:sadat2307/MSciNLI', 'dataset:pushpdeep/UltraFeedback-paired', 'dataset:tasksource/AES2-essay-scoring', 'dataset:tasksource/english-grading', 'dataset:tasksource/wice', 'dataset:Dzeniks/hover', 'dataset:tasksource/tasksource_dpo_pairs', 'base_model:microsoft/deberta-v3-base', 'base_model:finetune:microsoft/deberta-v3-base', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-06-28 13:56:40+00:00,apache-2.0,"['nyu-mll/glue', 'aps/super_glue', 'facebook/anli', 'tasksource/babi_nli', 'sick', 'snli', 'scitail', 'hans', 'alisawuffles/WANLI', 'tasksource/recast', 'sileod/probability_words_nli', 'joey234/nan-nli', 'pietrolesci/nli_fever', 'pietrolesci/breaking_nli', 'pietrolesci/conj_nli', 'pietrolesci/fracas', 'pietrolesci/dialogue_nli', 'pietrolesci/mpe', 'pietrolesci/dnc', 'pietrolesci/recast_white', 'pietrolesci/joci', 'pietrolesci/robust_nli', 'pietrolesci/robust_nli_is_sd', 'pietrolesci/robust_nli_li_ts', 'pietrolesci/gen_debiased_nli', 'pietrolesci/add_one_rte', 'tasksource/imppres', 'hlgd', 'paws', 'medical_questions_pairs', 'Anthropic/model-written-evals', 'truthful_qa', 'nightingal3/fig-qa', 'tasksource/bigbench', 'blimp', 'cos_e', 'cosmos_qa', 'dream', 'openbookqa', 'qasc', 'quartz', 'quail', 'head_qa', 'sciq', 'social_i_qa', 'wiki_hop', 'wiqa', 'piqa', 'hellaswag', 'pkavumba/balanced-copa', '12ml/e-CARE', 'art', 'winogrande', 'codah', 'ai2_arc', 'definite_pronoun_resolution', 'swag', 'math_qa', 'metaeval/utilitarianism', 'mteb/amazon_counterfactual', 'SetFit/insincere-questions', 'SetFit/toxic_conversations', 'turingbench/TuringBench', 'trec', 'tals/vitaminc', 'hope_edi', 'strombergnlp/rumoureval_2019', 'ethos', 'tweet_eval', 'discovery', 'pragmeval', 'silicone', 'lex_glue', 'papluca/language-identification', 'imdb', 'rotten_tomatoes', 'ag_news', 'yelp_review_full', 'financial_phrasebank', 'poem_sentiment', 'dbpedia_14', 'amazon_polarity', 'app_reviews', 'hate_speech18', 'sms_spam', 'humicroedit', 'snips_built_in_intents', 'hate_speech_offensive', 'yahoo_answers_topics', 'pacovaldez/stackoverflow-questions', 'zapsdcn/hyperpartisan_news', 'zapsdcn/sciie', 'zapsdcn/citation_intent', 'go_emotions', 'allenai/scicite', 'liar', 'relbert/lexical_relation_classification', 'tasksource/linguisticprobing', 'tasksource/crowdflower', 'metaeval/ethics', 'emo', 'google_wellformed_query', 'tweets_hate_speech_detection', 'has_part', 'blog_authorship_corpus', 'launch/open_question_type', 'health_fact', 'commonsense_qa', 'mc_taco', 'ade_corpus_v2', 'prajjwal1/discosense', 'circa', 'PiC/phrase_similarity', 'copenlu/scientific-exaggeration-detection', 'quarel', 'mwong/fever-evidence-related', 'numer_sense', 'dynabench/dynasent', 'raquiba/Sarcasm_News_Headline', 'sem_eval_2010_task_8', 'demo-org/auditor_review', 'medmcqa', 'RuyuanWan/Dynasent_Disagreement', 'RuyuanWan/Politeness_Disagreement', 'RuyuanWan/SBIC_Disagreement', 'RuyuanWan/SChem_Disagreement', 'RuyuanWan/Dilemmas_Disagreement', 'lucasmccabe/logiqa', 'wiki_qa', 'tasksource/cycic_classification', 'tasksource/cycic_multiplechoice', 'tasksource/sts-companion', 'tasksource/commonsense_qa_2.0', 'tasksource/lingnli', 'tasksource/monotonicity-entailment', 'tasksource/arct', 'tasksource/scinli', 'tasksource/naturallogic', 'onestop_qa', 'demelin/moral_stories', 'corypaik/prost', 'aps/dynahate', 'metaeval/syntactic-augmentation-nli', 'tasksource/autotnli', 'lasha-nlp/CONDAQA', 'openai/webgpt_comparisons', 'Dahoas/synthetic-instruct-gptj-pairwise', 'metaeval/scruples', 'metaeval/wouldyourather', 'metaeval/defeasible-nli', 'tasksource/help-nli', 'metaeval/nli-veridicality-transitivity', 'tasksource/lonli', 'tasksource/dadc-limit-nli', 'ColumbiaNLP/FLUTE', 'tasksource/strategy-qa', 'openai/summarize_from_feedback', 'tasksource/folio', 'yale-nlp/FOLIO', 'tasksource/tomi-nli', 'tasksource/avicenna', 'stanfordnlp/SHP', 'GBaker/MedQA-USMLE-4-options-hf', 'sileod/wikimedqa', 'declare-lab/cicero', 'amydeng2000/CREAK', 'tasksource/mutual', 'inverse-scaling/NeQA', 'inverse-scaling/quote-repetition', 'inverse-scaling/redefine-math', 'tasksource/puzzte', 'tasksource/implicatures', 'race', 'tasksource/race-c', 'tasksource/spartqa-yn', 'tasksource/spartqa-mchoice', 'tasksource/temporal-nli', 'riddle_sense', 'tasksource/clcd-english', 'maximedb/twentyquestions', 'metaeval/reclor', 'tasksource/counterfactually-augmented-imdb', 'tasksource/counterfactually-augmented-snli', 'metaeval/cnli', 'tasksource/boolq-natural-perturbations', 'metaeval/acceptability-prediction', 'metaeval/equate', 'tasksource/ScienceQA_text_only', 'Jiangjie/ekar_english', 'tasksource/implicit-hate-stg1', 'metaeval/chaos-mnli-ambiguity', 'IlyaGusev/headline_cause', 'tasksource/logiqa-2.0-nli', 'tasksource/oasst2_dense_flat', 'sileod/mindgames', 'metaeval/ambient', 'metaeval/path-naturalness-prediction', 'civil_comments', 'AndyChiang/cloth', 'AndyChiang/dgen', 'tasksource/I2D2', 'webis/args_me', 'webis/Touche23-ValueEval', 'tasksource/starcon', 'PolyAI/banking77', 'tasksource/ConTRoL-nli', 'tasksource/tracie', 'tasksource/sherliic', 'tasksource/sen-making', 'tasksource/winowhy', 'tasksource/robustLR', 'CLUTRR/v1', 'tasksource/logical-fallacy', 'tasksource/parade', 'tasksource/cladder', 'tasksource/subjectivity', 'tasksource/MOH', 'tasksource/VUAC', 'tasksource/TroFi', 'sharc_modified', 'tasksource/conceptrules_v2', 'metaeval/disrpt', 'tasksource/zero-shot-label-nli', 'tasksource/com2sense', 'tasksource/scone', 'tasksource/winodict', 'tasksource/fool-me-twice', 'tasksource/monli', 'tasksource/corr2cause', 'lighteval/lsat_qa', 'tasksource/apt', 'zeroshot/twitter-financial-news-sentiment', 'tasksource/icl-symbol-tuning-instruct', 'tasksource/SpaceNLI', 'sihaochen/propsegment', 'HannahRoseKirk/HatemojiBuild', 'tasksource/regset', 'tasksource/esci', 'lmsys/chatbot_arena_conversations', 'neurae/dnd_style_intents', 'hitachi-nlp/FLD.v2', 'tasksource/SDOH-NLI', 'allenai/scifact_entailment', 'tasksource/feasibilityQA', 'tasksource/simple_pair', 'tasksource/AdjectiveScaleProbe-nli', 'tasksource/resnli', 'tasksource/SpaRTUN', 'tasksource/ReSQ', 'tasksource/semantic_fragments_nli', 'MoritzLaurer/dataset_train_nli', 'tasksource/stepgame', 'tasksource/nlgraph', 'tasksource/oasst2_pairwise_rlhf_reward', 'tasksource/hh-rlhf', 'tasksource/ruletaker', 'qbao775/PARARULE-Plus', 'tasksource/proofwriter', 'tasksource/logical-entailment', 'tasksource/nope', 'tasksource/LogicNLI', 'kiddothe2b/contract-nli', 'AshtonIsNotHere/nli4ct_semeval2024', 'tasksource/lsat-ar', 'tasksource/lsat-rc', 'AshtonIsNotHere/biosift-nli', 'tasksource/brainteasers', 'Anthropic/persuasion', 'erbacher/AmbigNQ-clarifying-question', 'tasksource/SIGA-nli', 'unigram/FOL-nli', 'tasksource/goal-step-wikihow', 'GGLab/PARADISE', 'tasksource/doc-nli', 'tasksource/mctest-nli', 'tasksource/patent-phrase-similarity', 'tasksource/natural-language-satisfiability', 'tasksource/idioms-nli', 'tasksource/lifecycle-entailment', 'nvidia/HelpSteer', 'nvidia/HelpSteer2', 'sadat2307/MSciNLI', 'pushpdeep/UltraFeedback-paired', 'tasksource/AES2-essay-scoring', 'tasksource/english-grading', 'tasksource/wice', 'Dzeniks/hover', 'tasksource/tasksource_dpo_pairs']",,,microsoft/deberta-v3-base,
MoritzLaurer/deberta-v3-base-zeroshot-v2.0,7070,zero-shot-classification,184423682.0,"['transformers', 'onnx', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'en', 'arxiv:2312.17543', 'base_model:microsoft/deberta-v3-base', 'base_model:quantized:microsoft/deberta-v3-base', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",2024-03-28 22:55:47+00:00,mit,,,,microsoft/deberta-v3-base,['en']
openai/clip-vit-large-patch14,38173429,zero-shot-image-classification,427616846.0,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'clip', 'zero-shot-image-classification', 'vision', 'arxiv:2103.00020', 'arxiv:1908.04913', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
openai/clip-vit-base-patch32,14821121,zero-shot-image-classification,,"['transformers', 'pytorch', 'tf', 'jax', 'clip', 'zero-shot-image-classification', 'vision', 'arxiv:2103.00020', 'arxiv:1908.04913', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
google/siglip-so400m-patch14-384,8102261,zero-shot-image-classification,877960498.0,"['transformers', 'safetensors', 'siglip', 'zero-shot-image-classification', 'vision', 'arxiv:2303.15343', 'arxiv:2305.13035', 'arxiv:2209.06794', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-01-08 13:38:32+00:00,apache-2.0,,,,,
openai/clip-vit-base-patch16,4833957,zero-shot-image-classification,,"['transformers', 'pytorch', 'jax', 'clip', 'zero-shot-image-classification', 'vision', 'arxiv:2103.00020', 'arxiv:1908.04913', 'endpoints_compatible', 'region:us']",2022-03-02 23:29:05+00:00,,,,,,
openai/clip-vit-large-patch14-336,4809540,zero-shot-image-classification,,"['transformers', 'pytorch', 'tf', 'clip', 'zero-shot-image-classification', 'generated_from_keras_callback', 'endpoints_compatible', 'region:us']",2022-04-22 14:57:43+00:00,,,clip-vit-large-patch14-336,,,
patrickjohncyh/fashion-clip,4074325,zero-shot-image-classification,151277439.0,"['transformers', 'pytorch', 'onnx', 'safetensors', 'clip', 'zero-shot-image-classification', 'vision', 'language', 'fashion', 'ecommerce', 'en', 'license:mit', 'endpoints_compatible', 'region:us']",2023-02-21 19:51:47+00:00,mit,,,,,['en']
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,1442297,zero-shot-image-classification,986109774.0,"['open_clip', 'pytorch', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:1910.04867', 'license:mit', 'region:us']",2022-09-14 22:52:28+00:00,mit,,,,,
HuggingFaceM4/siglip-so400m-14-384,1236626,zero-shot-image-classification,,"['transformers', 'pytorch', 'siglip', 'zero-shot-image-classification', 'custom_code', 'endpoints_compatible', 'region:us']",2023-10-17 12:10:20+00:00,,,,,,
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,1171416,zero-shot-image-classification,151277439.0,"['open_clip', 'pytorch', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:1910.04867', 'license:mit', 'region:us']",2022-09-14 22:49:28+00:00,mit,,,,,
laion/CLIP-ViT-B-16-laion2B-s34B-b88K,960075,zero-shot-image-classification,,"['open_clip', 'safetensors', 'zero-shot-image-classification', 'arxiv:1910.04867', 'license:mit', 'region:us']",2023-01-03 00:16:18+00:00,mit,,,,,
google/siglip2-so400m-patch14-384,883449,zero-shot-image-classification,1136008498.0,"['transformers', 'safetensors', 'siglip', 'vision', 'zero-shot-image-classification', 'arxiv:2502.14786', 'arxiv:2303.15343', 'arxiv:2209.06794', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2025-02-17 20:54:32+00:00,apache-2.0,,,,,
laion/CLIP-convnext_base_w-laion2B-s13B-b82K-augreg,725881,zero-shot-image-classification,,"['open_clip', 'tensorboard', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:2201.03545', 'arxiv:1910.04867', 'license:mit', 'region:us']",2023-01-10 01:34:39+00:00,mit,,,,,
yuvalkirstain/PickScore_v1,578664,zero-shot-image-classification,986109774.0,"['transformers', 'pytorch', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:2305.01569', 'endpoints_compatible', 'region:us']",2023-04-24 08:08:20+00:00,,,,,,
Marqo/marqo-fashionSigLIP,507259,zero-shot-image-classification,203155968.0,"['open_clip', 'onnx', 'safetensors', 'siglip', 'clip', 'transformers', 'e-commerce', 'fashion', 'multimodal retrieval', 'transformers.js', 'zero-shot-image-classification', 'custom_code', 'en', 'license:apache-2.0', 'region:us']",2024-08-09 01:32:22+00:00,apache-2.0,,,"['precision', 'recall', 'MRR']",,['en']
StanfordAIMI/XrayCLIP__vit-b-16__laion2b-s34b-b88k,436305,zero-shot-image-classification,150348288.0,"['transformers', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:2401.12208', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'region:us']",2024-03-11 23:11:25+00:00,cc-by-nc-4.0,,,,,
timm/ViT-SO400M-14-SigLIP-384,388284,zero-shot-image-classification,,"['open_clip', 'safetensors', 'clip', 'siglip', 'zero-shot-image-classification', 'dataset:webli', 'arxiv:2303.15343', 'license:apache-2.0', 'region:us']",2023-10-16 23:56:46+00:00,apache-2.0,['webli'],,,,
laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,368538,zero-shot-image-classification,39000000000.0,"['open_clip', 'pytorch', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:1910.04867', 'arxiv:2212.07143', 'license:mit', 'region:us']",2023-01-23 07:12:35+00:00,mit,,,,,
google/siglip-base-patch16-224,270130,zero-shot-image-classification,203155970.0,"['transformers', 'pytorch', 'safetensors', 'siglip', 'zero-shot-image-classification', 'vision', 'arxiv:2303.15343', 'arxiv:2209.06794', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2023-09-30 18:22:03+00:00,apache-2.0,,,,,
apple/MobileCLIP-S2-OpenCLIP,226574,zero-shot-image-classification,,"['open_clip', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:2311.17049', 'arxiv:2103.00020', 'arxiv:2303.15343', 'arxiv:2309.17425', 'license:apple-amlr', 'region:us']",2024-06-07 14:48:32+00:00,apple-amlr,,,,,
laion/CLIP-ViT-L-14-DataComp.XL-s13B-b90K,219922,zero-shot-image-classification,,"['open_clip', 'pytorch', 'clip', 'zero-shot-image-classification', 'dataset:mlfoundations/datacomp_pools', 'arxiv:2304.14108', 'license:mit', 'region:us']",2023-04-26 01:41:18+00:00,mit,['mlfoundations/datacomp_pools'],,,,
google/siglip-large-patch16-384,219232,zero-shot-image-classification,652478466.0,"['transformers', 'safetensors', 'siglip', 'zero-shot-image-classification', 'vision', 'arxiv:2303.15343', 'arxiv:2209.06794', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-01-08 13:07:47+00:00,apache-2.0,,,,,
laion/CLIP-convnext_large_d_320.laion2B-s29B-b131K-ft-soup,202292,zero-shot-image-classification,,"['open_clip', 'tensorboard', 'safetensors', 'zero-shot-image-classification', 'clip', 'arxiv:2201.03545', 'arxiv:2210.08402', 'arxiv:1910.04867', 'license:mit', 'region:us']",2023-02-11 01:35:52+00:00,mit,,,,,
timm/ViT-B-16-SigLIP-i18n-256,199490,zero-shot-image-classification,,"['open_clip', 'safetensors', 'clip', 'siglip', 'zero-shot-image-classification', 'dataset:webli', 'arxiv:2303.15343', 'license:apache-2.0', 'region:us']",2023-10-17 00:26:06+00:00,apache-2.0,['webli'],,,,
facebook/metaclip-b16-fullcc2.5b,198695,zero-shot-image-classification,,"['transformers', 'pytorch', 'clip', 'zero-shot-image-classification', 'vision', 'metaclip', 'arxiv:2309.16671', 'arxiv:2103.00020', 'license:cc-by-nc-4.0', 'endpoints_compatible', 'region:us']",2023-10-09 20:45:26+00:00,cc-by-nc-4.0,,,,,
kakaobrain/align-base,187590,zero-shot-image-classification,,"['transformers', 'pytorch', 'align', 'zero-shot-image-classification', 'vision', 'multi-modal', 'en', 'dataset:coyo-700m', 'arxiv:2102.05918', 'endpoints_compatible', 'region:us']",2023-02-24 15:23:00+00:00,,['coyo-700m'],,,,en
OFA-Sys/chinese-clip-vit-base-patch16,173913,zero-shot-image-classification,,"['transformers', 'pytorch', 'chinese_clip', 'zero-shot-image-classification', 'vision', 'arxiv:2211.01335', 'endpoints_compatible', 'region:us']",2022-11-09 08:14:09+00:00,,,,,,
LanguageBind/LanguageBind_Video_FT,171238,zero-shot-image-classification,,"['transformers', 'pytorch', 'LanguageBindVideo', 'zero-shot-image-classification', 'arxiv:2310.01852', 'license:mit', 'endpoints_compatible', 'region:us']",2023-11-26 07:37:18+00:00,mit,,,,,
Xenova/clip-vit-base-patch32,162309,zero-shot-image-classification,,"['transformers.js', 'onnx', 'clip', 'zero-shot-image-classification', 'base_model:openai/clip-vit-base-patch32', 'base_model:quantized:openai/clip-vit-base-patch32', 'region:us']",2023-05-19 11:42:28+00:00,,,,,openai/clip-vit-base-patch32,
google/siglip-base-patch16-512,149773,zero-shot-image-classification,203791874.0,"['transformers', 'safetensors', 'siglip', 'zero-shot-image-classification', 'vision', 'arxiv:2303.15343', 'arxiv:2209.06794', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",2024-01-08 12:42:24+00:00,apache-2.0,,,,,
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,148537,zero-shot-image-classification,427616846.0,"['open_clip', 'pytorch', 'tensorboard', 'safetensors', 'clip', 'zero-shot-image-classification', 'arxiv:2110.09456', 'arxiv:2111.09883', 'arxiv:1910.04867', 'license:mit', 'region:us']",2022-09-14 22:51:37+00:00,mit,,,,,
